,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9
5096,0.91,-0.3,2.26,4.61,1.02,0.78,0.62,-0.38,0.56,-0.11,0.87,1.13,-0.37,1.39,1.7,2.24,-0.19,-0.36,0.57,-0.51
5097,3.21,-0.26,-0.11,4.54,1.94,0.7,-0.19,-1.36,1.49,0.05,3.41,2.62,3.45,3.52,2.7,-0.79,-0.35,3.09,0.05,0.22
5098,2.0,-0.2,1.44,1.13,0.24,2.97,2.45,0.84,-0.61,0.59,0.57,-0.45,-0.65,3.04,1.75,2.63,-0.25,1.05,-0.3,-0.69
5099,1.0,0.35,3.66,2.16,3.94,0.41,0.47,-0.34,0.44,1.01,0.68,1.56,0.49,1.79,2.08,2.86,0.96,-0.38,-0.42,-0.2
5100,0.57,2.21,1.95,2.61,1.59,2.36,2.26,-0.43,-0.35,0.19,0.72,2.02,0.78,2.24,-0.56,-0.22,0.19,0.14,0.19,-0.65
5101,-1.35,-0.26,0.32,4.54,1.94,-0.07,0.7,1.49,-0.47,1.43,0.66,2.62,3.45,3.52,2.7,-0.79,-0.35,3.09,-0.16,0.22
5102,3.55,-0.3,2.26,4.61,1.02,0.78,0.62,-0.38,-0.03,-0.11,1.59,2.24,1.13,-0.19,1.7,1.39,0.13,0.09,0.57,-0.51
5103,2.62,-0.2,1.44,1.13,0.24,-0.24,1.31,0.84,-0.04,0.59,1.97,-0.45,-0.3,2.63,1.75,3.04,1.9,1.05,-0.34,0.49
5104,-0.34,1.01,2.16,3.94,0.41,0.47,3.66,-0.34,0.44,0.35,0.69,1.56,0.49,1.79,2.08,2.86,0.96,-1.06,-0.18,0.28
5105,3.56,2.21,1.95,2.61,1.38,1.59,2.26,-0.43,2.36,-0.35,0.5,2.02,0.78,2.24,1.72,0.19,-0.56,-0.22,0.14,-0.42
5106,1.44,-0.3,2.26,4.61,1.02,0.78,0.57,-0.38,0.56,-0.11,-0.35,2.24,1.13,1.39,1.7,-0.19,-0.37,-0.36,0.57,-0.51
5107,2.1,-0.26,0.32,4.54,1.94,-0.07,0.7,-1.36,0.05,1.43,0.21,3.45,-0.27,-0.79,2.7,-0.35,3.09,-0.27,0.05,-0.41
5108,0.84,1.13,1.44,-0.24,2.97,0.24,2.45,0.84,1.31,0.59,3.49,-0.45,-0.3,2.63,1.75,3.04,1.9,1.05,-0.65,0.49
5109,1.33,1.01,2.16,3.94,0.41,0.47,3.66,-0.34,0.44,0.35,0.37,1.56,0.49,1.79,2.08,2.86,0.96,-1.06,-0.2,0.28
5110,-0.01,2.21,1.95,2.61,2.06,1.59,1.38,2.26,2.36,-0.35,0.37,0.14,0.78,2.24,1.72,0.19,-0.56,-0.22,-0.65,-0.42
5111,3.71,-0.2,1.44,1.13,2.97,0.24,2.45,1.31,-0.97,0.59,1.44,2.21,1.95,2.61,2.06,1.59,2.36,2.26,1.38,-0.43
5112,-0.22,-0.3,2.26,4.61,1.02,0.78,0.62,-0.38,0.56,-0.11,1.28,2.62,3.45,3.52,2.7,-0.79,-0.35,3.09,-0.27,0.05
5113,0.16,2.02,0.78,2.24,1.72,0.19,-0.56,-0.22,0.14,-0.17,1.75,-0.45,-0.65,2.63,1.75,3.04,1.9,1.05,-0.3,0.49
5114,0.03,-0.26,0.32,4.54,1.94,-0.07,0.05,-1.36,-0.38,1.43,0.53,0.28,1.56,1.79,2.08,2.86,0.96,0.49,-0.42,-0.2
5115,0.28,1.13,-0.37,1.39,1.7,2.24,-0.19,0.57,0.09,-0.51,1.2,1.01,2.16,3.94,0.41,0.47,3.66,-0.34,0.44,0.35
5116,3.38,-0.2,1.44,1.13,2.97,0.24,2.45,-0.04,-0.66,0.59,2.51,2.21,1.95,2.61,2.06,1.59,1.38,2.36,-0.43,-0.35
5117,4.83,-0.3,2.26,4.61,1.02,0.78,0.57,-0.38,0.56,-0.11,4.32,2.62,3.45,3.52,2.7,-0.35,-0.79,3.09,0.22,0.05
5118,-0.48,2.02,0.78,2.24,1.72,0.19,-0.56,-0.22,0.14,-0.42,3.81,-0.45,3.04,2.63,1.75,1.9,1.05,-0.65,-0.35,-0.69
5119,2.51,-0.26,0.32,4.54,1.94,-0.07,-0.44,-1.36,-0.38,1.43,5.08,0.28,1.56,1.79,2.08,2.86,0.96,0.49,-1.06,-0.2
5120,1.77,2.24,1.13,1.39,1.7,-0.19,0.13,0.57,0.09,-0.51,2.46,1.31,2.16,3.94,0.41,0.47,3.66,-0.34,0.23,0.35
5121,2.62,-0.2,1.44,0.24,2.97,2.45,-0.04,-0.97,1.31,0.59,-0.02,2.21,1.95,2.61,1.59,2.26,2.36,-0.35,-0.43,0.19
5122,0.91,-0.3,2.26,4.61,1.02,0.78,0.62,-0.38,0.56,-0.11,3.41,2.62,3.45,-0.79,2.7,-0.35,3.09,-0.27,0.22,0.05
5123,0.72,2.02,0.78,2.24,1.72,0.19,-0.56,0.19,-0.17,-0.01,0.57,-0.45,3.04,2.63,1.75,1.9,1.05,-0.65,-0.35,-0.69
5124,3.21,1.43,0.32,4.54,1.94,-0.44,1.49,-0.38,0.29,-0.26,0.68,0.28,1.56,1.79,2.08,2.86,0.96,-0.18,-0.42,0.49
5125,0.87,-0.51,1.13,2.24,1.7,1.39,0.13,-0.36,0.09,-0.45,1.0,1.31,2.16,3.94,0.41,0.47,3.66,-0.34,0.44,0.35
5126,3.56,1.95,2.36,2.21,2.61,2.06,2.26,1.38,-0.43,-0.35,1.59,-0.51,1.13,1.39,1.7,2.24,-0.36,-0.37,0.57,0.13
5127,3.49,-0.45,3.04,2.63,1.75,1.9,1.05,-1.12,-0.65,0.49,-1.35,-0.26,0.32,4.54,1.94,-0.44,1.49,-0.47,-0.38,1.43
5128,0.69,0.28,1.56,1.79,2.08,2.86,0.96,0.49,-1.06,-0.2,2.0,-0.2,1.44,0.24,2.97,2.45,1.31,-0.24,0.84,0.59
5129,-0.34,0.35,2.16,3.94,0.47,3.66,1.35,0.46,0.23,1.31,3.55,-0.3,2.26,4.61,1.02,0.78,0.62,-0.38,0.56,-0.11
5130,0.66,2.62,3.45,-0.79,2.7,-0.35,3.09,0.22,-0.27,-0.16,0.37,-0.65,0.78,2.24,1.72,0.19,-0.56,-0.22,0.19,-0.42
5131,1.33,0.35,2.16,3.94,0.41,0.47,3.66,1.35,0.44,1.31,1.44,-0.3,2.26,4.61,0.62,0.78,0.57,-0.38,0.56,-0.11
5132,0.11,1.95,2.36,2.21,2.61,2.06,2.26,1.38,-0.43,-0.4,-0.35,1.13,-0.51,1.39,1.7,2.24,-0.37,-0.45,0.09,-0.45
5133,1.97,-0.45,-0.65,2.63,1.75,1.9,1.05,-0.25,-0.3,0.49,0.26,1.43,0.32,4.54,1.94,-0.07,-0.44,0.29,-0.38,-0.11
5134,0.37,0.28,1.56,1.79,2.08,2.86,0.96,-0.1,0.49,-0.2,0.84,-0.04,1.44,0.24,2.97,-0.2,1.31,0.84,1.31,-0.66
5135,0.21,2.62,3.45,2.7,-0.35,0.22,3.09,-0.79,-0.27,0.05,-0.32,2.02,0.78,2.24,1.72,0.19,-0.56,0.14,-0.36,-0.42
5136,-0.01,1.95,2.26,2.21,2.61,1.38,2.06,2.36,-0.43,-0.35,0.28,1.13,-0.51,1.39,1.7,2.24,-0.36,-0.37,0.09,0.57
5137,1.75,-0.45,-0.65,2.63,1.9,1.05,-0.25,-0.3,-1.12,-0.69,0.03,1.43,0.32,4.54,1.94,-0.44,-0.07,-0.47,-0.38,-0.26
5138,0.0,0.28,1.56,1.79,2.08,2.86,0.96,-0.2,0.49,-0.42,3.71,1.13,1.44,-0.2,2.97,2.45,0.84,1.31,-0.04,0.59
5139,1.2,1.31,0.35,3.94,0.41,0.47,3.66,-0.34,0.44,-0.12,1.01,-0.3,2.26,4.61,1.02,0.78,-0.01,-0.38,0.56,-0.11
5140,1.28,3.45,0.22,-0.79,2.7,-0.35,3.09,-0.27,-0.29,0.05,0.16,2.02,0.78,2.24,1.72,0.19,-0.56,0.14,-0.36,0.19
5141,5.08,1.56,1.79,2.86,2.08,0.96,0.49,-1.06,-0.2,0.28,1.77,1.13,-0.51,1.39,1.7,2.24,-0.19,-0.37,-0.45,0.57
5142,4.32,3.45,-0.79,3.52,2.7,-0.35,3.09,-0.41,-0.4,-0.16,0.57,-0.45,-0.65,2.63,3.04,1.9,1.05,-0.3,-0.35,-0.69
5143,2.51,1.95,2.26,2.21,2.61,1.59,1.38,2.36,-0.43,-0.35,2.51,1.43,0.32,4.54,1.94,-0.44,-0.07,0.29,-0.38,-0.26
5144,2.46,1.31,2.16,3.94,0.41,0.47,3.66,1.38,-0.34,0.35,2.62,1.31,1.44,-0.2,2.97,0.84,-0.97,1.31,-0.61,0.59
5145,4.83,-0.3,-0.11,2.26,1.02,0.78,0.57,-0.38,0.56,-0.09,-0.48,2.02,0.78,2.24,1.72,-0.56,0.19,0.14,-0.36,-0.42
5146,0.68,1.56,0.49,1.79,2.08,2.86,-1.06,-0.2,-0.18,-0.42,0.87,1.13,-0.51,1.39,1.7,2.24,-0.19,-0.37,-0.45,0.57
5147,3.41,3.45,-0.79,3.52,2.7,-0.35,3.09,-0.41,-0.29,-0.16,3.81,3.04,-0.45,2.63,1.9,1.05,-0.25,-1.12,-0.35,-0.69
5148,0.57,1.95,2.26,2.21,2.61,2.06,1.38,2.36,-0.43,-0.35,3.21,1.43,0.32,4.54,1.94,-0.07,1.49,0.29,-0.38,-0.26
5149,1.0,1.31,2.16,3.94,0.41,0.47,3.66,1.38,-0.34,0.35,3.38,-0.2,1.44,0.84,2.97,2.45,1.31,-0.24,-0.04,0.59
5150,3.55,-0.3,-0.11,4.61,1.02,2.26,0.78,-0.38,0.56,0.57,0.72,2.02,0.78,2.24,1.72,-0.56,0.19,0.19,-0.42,-0.01
5151,0.19,1.56,-0.1,1.79,2.08,2.86,0.96,0.49,-1.06,-0.18,1.59,1.13,-0.51,1.39,1.7,0.57,-0.45,-0.37,1.28,0.13
5152,0.66,3.45,-0.27,0.22,3.52,-0.35,-0.09,-0.4,-0.2,-0.41,3.49,-0.45,1.05,2.63,1.9,3.04,-0.3,0.49,-1.12,-0.65
5153,3.56,1.95,2.26,2.21,2.61,2.06,1.38,2.36,-0.4,-0.35,-1.35,1.43,0.32,4.54,1.94,-0.07,-0.3,0.29,-0.38,-0.11
5154,0.93,3.66,2.16,3.94,0.41,0.47,-0.34,-0.24,0.44,0.35,2.0,-0.2,1.44,1.13,2.97,2.45,1.31,0.84,-0.04,0.59
5155,0.91,-0.3,-0.11,4.61,1.02,2.26,0.78,-0.38,0.04,0.57,0.37,2.02,0.78,2.24,1.72,-0.56,0.19,-0.22,0.14,-0.65
5156,1.97,-0.45,1.05,2.63,1.9,3.04,-0.25,0.49,-1.12,-0.35,0.11,1.95,2.26,2.21,2.61,2.06,1.38,-0.22,-0.43,-0.35
5157,0.38,1.13,-0.51,1.39,1.7,2.24,0.57,-0.45,-0.37,1.28,0.21,0.22,3.45,3.52,2.7,-0.35,3.09,-0.41,-0.27,-0.16
5158,-0.32,2.02,0.78,2.24,1.72,-0.56,0.19,-0.08,-0.22,-0.36,0.37,1.56,-0.1,1.79,2.08,2.86,0.96,0.49,-1.06,-0.18
5159,0.26,0.32,4.54,1.94,-0.07,1.49,0.05,0.29,-0.38,1.43,1.33,1.31,2.16,0.41,3.94,1.38,0.47,3.66,-0.34,0.35
5160,0.84,-0.2,1.44,0.84,2.97,2.45,1.13,-0.24,-0.04,0.59,1.44,-0.3,-0.11,4.61,1.02,2.26,0.78,-0.08,0.56,0.57
5161,2.1,0.32,4.54,1.94,-0.07,0.05,-0.11,0.29,-0.38,1.43,1.2,1.31,2.16,3.94,1.38,0.41,0.47,3.66,0.44,0.35
5162,1.75,3.04,-0.25,2.63,1.75,1.9,1.05,0.49,-1.12,-0.65,1.44,1.95,2.26,2.21,2.61,2.06,2.36,-0.35,-0.43,0.19
5163,0.28,1.13,-0.45,1.39,1.7,2.24,-0.19,-0.45,0.13,-0.51,1.28,3.45,-0.79,3.52,2.7,-0.35,3.09,-0.29,-0.41,-0.2
5164,0.16,2.02,0.78,2.24,1.72,0.19,-0.22,0.14,-0.42,-0.65,0.53,1.56,0.49,1.79,2.08,2.86,0.96,-1.06,-0.18,-0.42
5165,3.71,-0.2,1.44,0.84,2.97,2.45,1.13,-0.24,-0.04,0.59,-0.22,-0.3,-0.11,4.61,1.02,2.26,0.78,-0.38,0.56,0.57
5166,0.57,3.04,-0.65,2.63,1.75,-0.45,1.05,-0.3,-0.69,-0.34,-0.01,2.21,2.26,2.61,2.06,1.38,2.36,-0.15,-0.4,1.95
5167,1.77,1.13,1.28,1.39,1.7,2.24,-0.45,-0.37,0.57,-0.17,4.32,3.45,-0.79,3.52,2.7,-0.35,3.09,0.22,-0.41,-0.16
5168,-0.48,2.02,0.78,2.24,1.72,-0.56,-0.22,0.14,-0.42,-0.65,5.08,1.56,-0.1,1.79,2.86,0.96,0.49,-1.06,-0.42,-0.18
5169,2.51,1.43,4.54,0.05,-0.07,1.94,-0.19,0.29,-0.38,1.55,2.46,1.31,2.16,3.94,1.38,0.41,0.47,3.66,-0.34,0.35
5170,2.62,1.13,-0.2,1.44,2.97,0.84,1.31,-0.04,1.31,-0.29,4.83,-0.3,-0.11,4.61,1.02,2.26,0.78,-0.38,0.56,0.57
5171,0.87,1.28,-0.17,1.39,1.7,2.24,-0.45,-0.37,0.57,-0.51,2.51,1.95,2.26,2.21,2.61,2.06,1.59,2.36,1.38,-0.35
5172,0.72,2.02,0.78,2.24,1.72,-0.56,0.19,-0.08,-0.36,0.3,3.41,3.45,-0.29,3.52,2.7,-0.35,3.09,-0.79,-0.41,-0.16
5173,0.68,1.56,-0.18,1.79,2.86,0.96,-1.06,0.49,-0.44,-0.2,3.21,1.43,4.54,1.94,0.05,1.49,-0.44,-0.3,-0.38,1.55
5174,3.49,3.04,-0.25,2.63,1.75,1.9,1.05,-0.65,0.49,-0.3,3.38,1.13,0.84,1.44,2.97,2.45,-0.66,1.31,-0.61,0.59
5175,3.55,-0.04,-0.11,4.61,1.02,2.26,0.78,-0.38,0.56,0.57,1.0,1.01,2.16,3.94,1.38,0.47,3.66,1.35,0.46,1.31
5176,1.59,1.28,-0.17,1.39,1.7,2.24,-0.45,-0.37,0.57,-0.26,0.57,1.95,2.26,2.21,2.61,2.06,1.59,2.36,1.38,-0.35
5177,0.37,2.02,0.78,2.24,1.72,0.63,0.19,-0.22,0.14,-0.42,0.73,2.62,3.45,3.52,2.7,-0.35,3.09,-0.27,-0.41,-0.16
5178,0.19,0.62,1.56,1.79,2.86,0.7,-0.58,0.96,0.49,-0.44,-1.35,1.43,4.54,0.05,1.94,-0.07,-0.44,-1.36,-0.38,1.55
5179,3.81,3.04,-0.45,2.63,1.75,1.9,1.05,-0.65,-1.12,-0.69,2.0,-0.2,1.13,2.97,2.45,-0.66,1.31,-0.04,-0.97,0.59
5180,0.91,-0.3,-0.04,4.61,1.02,2.26,0.78,0.57,0.56,-0.11,0.93,1.01,2.16,3.94,1.38,0.41,0.47,3.66,0.44,0.35
5181,0.38,1.28,-0.17,1.39,1.7,2.24,-0.45,-0.37,0.57,-0.19,3.56,1.95,2.26,2.21,2.61,2.06,1.38,2.36,-0.4,-0.35
5182,-0.32,2.02,0.78,2.24,1.72,-0.56,0.19,-0.08,0.3,-0.36,0.21,2.62,3.09,3.52,2.7,-0.35,-0.79,0.22,-0.41,-0.16
5183,0.37,0.62,1.56,1.79,2.08,2.86,0.7,-0.58,-0.2,0.96,0.26,1.43,4.54,0.05,1.94,1.49,-0.44,-1.36,-0.38,1.55
5184,1.97,3.04,-0.45,2.63,1.75,1.9,1.05,-0.02,0.49,-0.34,0.84,1.13,-0.2,1.44,2.97,2.45,0.84,1.31,-0.24,0.59
5185,0.07,-0.04,-0.11,4.61,1.02,2.26,0.78,-0.38,0.04,0.57,1.33,1.31,2.16,3.94,1.38,0.41,3.66,-0.09,0.35,1.01
5186,3.71,1.13,-0.2,1.44,2.97,2.45,1.31,-0.97,-0.04,-0.66,0.28,1.28,-0.17,1.39,1.7,2.24,-0.45,-0.37,0.57,-0.19
5187,2.1,1.43,4.54,1.94,-0.07,0.05,-0.44,-1.36,-0.38,1.55,1.75,3.04,-0.02,2.63,1.75,1.05,1.9,-0.65,-0.34,-0.69
5188,1.44,1.95,2.26,2.21,2.61,2.06,2.36,-0.35,1.38,-0.4,0.53,0.62,1.56,1.79,2.08,2.86,0.7,0.96,0.49,-0.58
5189,1.28,2.62,3.09,3.52,2.7,-0.35,3.45,-0.27,-0.41,-0.2,-0.22,-0.3,-0.11,4.61,1.02,2.26,0.78,-0.38,0.04,0.57
5190,1.2,1.31,2.16,3.94,1.38,0.41,3.66,0.47,0.46,1.01,0.16,2.02,0.78,2.24,1.72,-0.56,0.19,-0.08,0.63,-0.36
5191,2.62,1.13,-0.2,0.84,2.97,1.31,1.31,-0.66,-0.04,0.59,1.77,1.28,-0.17,2.24,1.7,-0.45,0.57,-0.37,-0.19,-0.51
5192,2.51,1.43,4.54,0.05,-0.07,1.94,-0.19,-1.36,-0.38,1.55,0.57,3.04,1.75,2.63,1.9,1.05,-0.45,-0.65,-1.12,-0.69
5193,0.1,2.21,2.26,2.61,2.06,2.36,1.38,-0.35,-0.4,1.95,5.08,0.62,1.56,1.79,2.08,2.86,0.96,0.49,-0.58,-0.44
5194,4.32,2.62,3.09,3.52,2.7,-0.35,0.22,-0.79,3.45,-0.16,4.83,2.26,0.78,4.61,1.02,-0.11,-0.04,-0.38,0.56,0.57
5195,2.46,1.31,2.16,3.94,1.38,0.41,3.66,0.47,0.46,1.01,-0.48,2.02,0.78,2.24,1.72,0.63,0.19,0.14,-0.31,-0.65
5196,3.38,1.13,-0.2,1.31,2.97,-0.97,1.31,-0.24,-0.04,0.59,0.87,1.28,-0.51,-0.45,1.7,0.57,0.09,-0.19,-0.37,-0.26
5197,3.21,4.54,-0.11,1.49,0.05,-0.19,-1.36,-0.44,-0.38,1.55,3.49,3.04,1.75,2.63,1.9,1.05,-0.45,-0.65,0.49,-0.02
5198,2.51,2.21,2.26,2.61,2.06,2.36,1.59,-0.22,0.19,1.95,0.68,0.62,1.56,1.79,2.08,2.86,0.96,-0.58,-0.2,-0.44
5199,3.41,2.62,-0.27,0.22,3.52,-0.35,3.09,-0.41,3.45,-0.16,3.55,-0.09,-0.11,4.61,1.02,2.26,0.78,-0.38,0.56,0.57
5200,1.0,1.31,2.16,3.94,1.38,0.41,3.66,0.47,0.46,1.01,0.72,2.02,0.78,2.24,1.72,0.63,0.19,0.14,-0.31,-0.65
5201,0.37,2.02,0.78,2.24,1.72,0.63,0.19,-0.08,0.14,-0.36,0.57,2.21,1.95,2.61,2.06,2.36,1.38,1.59,0.29,-0.35
5202,0.19,0.62,1.56,1.79,2.08,2.86,-0.58,0.96,-1.06,0.49,3.81,3.04,1.75,1.9,1.05,-0.45,-0.25,-0.65,-0.69,-0.02
5203,0.73,2.62,0.22,3.52,2.7,-0.35,-0.79,3.09,-0.41,-0.16,-1.35,1.43,4.54,0.05,1.94,-0.07,-1.36,-0.44,-0.38,1.55
5204,2.0,1.13,-0.2,1.31,2.97,1.31,-0.24,-0.66,-0.04,0.59,0.93,1.31,2.16,3.94,1.38,0.41,3.66,0.47,0.46,1.01
5205,1.59,1.28,1.39,-0.45,1.7,2.24,0.57,-0.26,-0.37,-0.51,0.91,-0.3,1.02,4.61,2.26,0.78,-0.11,0.57,0.04,-0.04
5206,-0.32,2.02,0.78,2.24,1.72,0.63,0.19,-0.08,0.14,-0.36,3.56,2.21,1.95,2.61,2.06,2.36,1.38,1.59,0.29,-0.35
5207,0.37,0.62,1.56,1.79,2.08,2.86,-0.58,0.96,0.49,-0.27,1.97,-0.45,1.75,2.63,1.9,1.05,-0.25,-0.65,0.49,-0.02
5208,0.21,2.62,3.45,3.52,2.7,-0.35,-0.79,3.09,-0.12,-0.16,0.26,1.43,4.54,0.05,1.94,1.49,-0.44,-1.36,-0.38,1.55
5209,0.84,1.13,1.31,-0.2,2.97,2.45,-0.24,-0.97,1.31,0.59,1.33,1.31,2.16,3.94,1.38,0.41,3.66,0.47,0.46,1.01
5210,0.38,1.28,1.39,-0.45,1.7,2.24,0.57,-0.26,-0.37,-0.51,1.44,-0.3,1.02,4.61,2.26,0.78,-0.11,0.57,0.56,-0.04
5211,0.16,2.24,2.02,1.72,0.63,0.3,0.14,0.19,-0.36,-0.31,0.1,2.21,1.95,2.61,2.06,2.36,1.38,1.59,0.29,-0.35
5212,0.69,0.62,1.56,1.79,2.86,0.96,-1.06,0.49,-0.44,-0.27,1.75,3.04,1.75,2.63,1.9,1.05,-0.25,-0.02,-0.69,-0.34
5213,1.28,2.62,3.45,3.52,2.7,-0.35,-0.79,3.09,-0.41,0.97,2.1,1.43,4.54,0.05,1.94,-0.44,-0.07,-1.36,-0.38,-0.13
5214,2.62,1.13,-0.2,1.44,2.97,2.45,1.31,0.84,1.31,0.59,1.2,1.01,2.16,3.94,1.38,0.41,3.66,0.47,0.46,0.35
5215,-0.15,1.28,1.39,-0.45,1.7,2.24,0.57,-0.26,-0.37,-0.51,-0.22,-0.04,1.02,4.61,-0.08,2.26,0.78,0.57,0.04,-0.09
5216,2.46,1.01,2.16,3.94,1.38,0.41,0.47,3.66,0.46,0.35,-0.01,2.21,1.95,2.61,2.06,2.36,1.38,1.59,0.29,-0.35
5217,5.08,1.56,-0.58,0.62,2.08,2.86,0.96,-1.06,0.49,-0.27,4.32,2.62,3.45,2.7,-0.35,-0.79,0.22,3.09,-0.27,-0.16
5218,4.83,-0.04,1.02,4.61,-0.08,2.26,0.78,1.39,-0.38,-0.01,3.71,1.13,-0.2,1.44,2.97,2.45,1.31,0.84,-0.04,0.59
5219,3.49,3.04,1.75,2.63,1.9,1.05,-0.25,-0.02,0.49,-0.65,-0.48,2.24,0.78,2.02,1.72,-0.08,0.63,-0.36,0.14,-0.36
5220,1.0,1.01,2.16,3.94,1.38,0.41,0.47,3.66,0.46,1.31,2.51,2.21,1.95,2.61,2.06,2.36,1.59,0.29,-0.15,0.19
5221,0.68,1.56,-0.58,0.62,2.08,2.86,0.96,0.49,-0.2,-0.27,3.41,2.62,3.45,3.09,2.7,-0.35,-0.29,-0.27,-0.41,0.05
5222,1.77,1.28,1.39,-0.45,1.7,0.57,2.24,-0.26,-0.37,-0.51,2.51,1.43,4.54,0.05,1.94,-0.44,-0.07,-1.36,-0.38,1.55
5223,3.55,-0.04,1.02,4.61,-0.08,2.26,0.78,-0.38,0.04,0.57,3.38,1.31,-0.2,1.44,2.97,2.45,0.84,-0.97,-0.66,-0.04
5224,0.57,3.04,1.75,2.63,1.9,1.05,-0.65,-0.02,-0.69,0.57,0.72,2.24,0.78,2.02,1.72,-0.08,0.63,-0.36,0.14,-0.36
5225,0.93,1.31,1.01,3.94,1.38,0.41,3.66,0.47,-0.24,0.46,0.57,2.21,1.95,1.59,2.06,2.36,1.38,-0.06,0.29,-0.35
5226,0.19,1.56,-0.58,0.62,2.08,2.86,0.49,-0.18,0.28,-0.44,0.73,2.62,3.45,-0.35,2.7,3.09,-0.41,-0.27,-0.29,0.97
5227,0.87,1.28,-0.17,-0.45,1.7,2.24,1.39,0.57,-0.37,-0.51,3.21,1.43,4.54,0.32,0.05,1.49,-0.44,-1.36,-0.38,-0.11
5228,0.91,-0.04,1.02,4.61,-0.11,2.26,0.78,-0.38,0.04,0.57,2.0,1.13,-0.2,1.44,2.97,2.45,0.84,1.31,-0.66,1.31
5229,3.81,3.04,1.75,2.63,1.9,1.05,-0.25,-0.65,-0.69,0.57,0.37,2.24,0.78,2.02,1.72,0.14,0.63,-0.08,-0.31,-0.65
5230,0.21,2.62,3.45,3.52,2.7,-0.35,3.09,-0.41,0.97,-0.27,1.59,1.28,-0.17,-0.45,1.7,0.57,2.24,1.39,-0.51,-0.37
5231,1.33,1.31,2.16,3.94,1.38,0.41,3.66,0.47,0.46,1.01,1.97,3.04,1.75,2.63,1.9,1.05,-0.25,0.49,-0.65,0.57
5232,1.44,-0.04,1.02,2.26,-0.11,0.78,0.57,-0.08,1.39,-0.09,0.37,1.56,-0.58,0.62,2.08,2.86,0.96,-1.06,-0.2,0.28
5233,3.56,2.21,1.95,2.61,2.06,2.36,0.29,1.59,1.38,-0.35,2.62,1.13,-0.2,1.44,2.97,1.31,0.84,-0.97,1.31,-0.29
5234,-1.35,1.43,4.54,0.32,1.94,0.05,-0.07,-0.44,-0.38,-1.36,0.09,2.24,0.14,2.02,1.72,0.63,0.19,0.3,-0.31,-0.36
5235,1.28,2.62,3.45,3.52,2.7,3.09,-0.35,-0.27,0.97,-0.4,0.28,1.28,1.39,-0.45,1.7,0.57,0.13,-0.51,-0.05,0.09
5236,1.2,1.01,2.16,3.94,0.47,3.66,0.46,1.35,-0.01,0.23,3.49,3.04,1.75,2.63,1.9,1.05,-0.65,0.49,-0.3,0.57
5237,-0.22,-0.04,1.02,2.26,0.08,0.78,0.57,-0.08,1.39,-0.09,0.69,0.62,1.56,1.79,2.08,2.86,0.96,-1.06,-0.18,0.28
5238,1.44,2.21,1.95,2.61,2.06,2.36,1.38,1.59,0.29,-0.35,0.84,1.13,-0.2,1.44,2.97,2.45,0.84,-0.97,1.31,-0.66
5239,0.26,1.43,4.54,0.32,1.94,0.05,1.49,-1.36,-0.38,1.55,0.16,2.24,0.3,2.02,1.72,-0.08,0.14,0.19,-0.36,-0.36
5240,4.32,2.62,3.45,3.52,-0.35,3.09,-0.41,0.1,-0.4,0.05,0.38,1.28,1.39,-0.45,1.7,0.57,0.13,-0.51,0.09,-0.17
5241,2.46,1.01,2.16,3.94,0.41,3.66,1.38,1.31,1.35,0.35,1.75,3.04,1.75,2.63,1.9,1.05,-0.25,-0.44,-0.69,-0.35
5242,4.83,-0.04,1.02,2.26,0.78,0.08,-0.08,-0.09,1.39,-0.01,5.08,1.56,-0.58,0.62,2.08,2.86,0.96,0.65,-1.06,0.28
5243,-0.01,2.21,1.95,2.61,2.06,2.36,1.38,1.59,0.29,-0.35,3.71,1.13,-0.2,1.44,2.97,2.45,-0.97,1.31,-0.13,-0.66
5244,2.1,1.43,4.54,0.32,1.94,0.05,-0.07,-0.44,-0.38,-1.36,-0.32,2.24,-0.56,2.02,1.72,0.63,-0.08,0.19,0.14,0.3
5245,1.63,0.57,3.04,2.63,1.75,1.05,-0.65,0.49,0.16,-0.25,1.77,1.28,1.39,-0.45,1.7,0.57,2.24,-0.17,-0.37,-0.51
5246,2.51,2.21,1.95,2.61,2.06,2.36,0.29,-0.4,-0.15,0.19,3.41,2.62,3.45,3.52,2.7,-0.35,3.09,-0.41,-0.27,0.05
5247,3.38,1.13,-0.2,1.44,2.97,2.45,0.84,1.31,-0.13,0.59,2.51,1.43,0.32,0.05,1.94,-0.07,-0.44,-1.36,-0.13,-0.38
5248,0.53,1.56,-0.58,0.62,2.86,1.79,0.96,0.65,-0.44,0.28,1.0,1.31,2.16,3.94,0.41,0.47,3.66,1.35,1.38,1.01
5249,0.72,2.24,0.78,2.02,1.72,0.63,-0.08,0.19,-0.36,-0.31,3.55,-0.04,1.02,4.61,2.26,0.78,0.57,-0.38,0.04,-0.07
5250,3.81,0.57,-0.65,3.04,1.9,-0.3,1.05,0.12,-0.25,0.16,0.87,1.28,1.39,-0.45,1.7,2.24,0.57,0.13,-0.51,0.09
5251,0.57,2.21,1.95,2.61,2.06,2.36,1.38,1.59,0.29,-0.35,0.73,2.62,3.45,3.52,2.7,-0.35,3.09,-0.41,0.97,-0.27
